,Angles
11102,"[110.573, 110.121, 110.121, 109.987, 107.999, 107.999]"
11103,"[129.561, 114.809, 114.205, 110.597, 98.882, 74.133]"
11104,"[121.339, 115.176, 110.304, 110.298, 99.52, 99.52]"
11105,"[116.308, 114.898, 112.575, 111.223, 105.397, 94.094]"
11106,"[111.925, 111.192, 111.192, 109.932, 106.177, 106.171]"
11107,"[122.874, 113.285, 107.945, 107.945, 102.363, 102.363]"
11108,"[128.719, 115.309, 115.309, 100.224, 89.444, 89.444]"
11109,"[117.892, 115.779, 113.272, 109.585, 103.156, 93.773]"
11111,"[119.347, 111.168, 110.206, 106.78, 105.64, 103.303]"
11112,"[132.276, 131.453, 107.722, 107.722, 89.897, 89.897]"
11113,"[124.597, 111.506, 111.506, 110.408, 98.731, 98.731]"
11114,"[120.957, 120.099, 119.426, 105.759, 103.274, 81.315]"
11115,"[123.78, 123.78, 117.091, 103.539, 89.353, 89.353]"
11117,"[113.285, 110.506, 108.578, 108.578, 107.951, 107.951]"
11118,"[111.833, 110.304, 110.298, 108.12, 108.12, 108.047]"
11119,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
11120,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
11144,"[180.0, 180.0, 90.0, 90.0, 90.0, 90.0]"
11150,"[122.847, 118.568, 106.726, 103.55, 101.525, 100.941]"
11157,"[113.922, 111.672, 111.562, 109.202, 107.392, 102.48]"
11158,"[118.882, 110.493, 110.487, 105.95, 105.95, 104.176]"
11160,"[115.309, 115.309, 115.296, 103.073, 103.05, 103.05]"
11163,"[115.798, 113.285, 113.285, 113.285, 113.285, 83.863]"
11164,"[161.586, 97.608, 97.608, 97.608, 97.608, 68.383]"
11165,"[127.337, 127.337, 109.804, 95.423, 95.423, 93.497]"
11166,"[118.921, 118.921, 104.963, 104.963, 104.963, 104.963]"
11180,"[115.1, 112.743, 109.859, 108.306, 106.254, 103.863]"
11181,"[118.19, 111.192, 109.853, 106.236, 105.664, 105.082]"
11182,"[110.714, 109.92, 109.846, 109.336, 108.506, 108.476]"
11187,"[117.768, 115.741, 109.938, 106.028, 103.692, 102.821]"
11194,"[112.445, 111.722, 109.816, 109.087, 106.786, 106.702]"
11195,"[112.756, 111.759, 109.664, 108.047, 107.206, 107.158]"
11196,"[114.488, 112.123, 110.842, 108.457, 106.565, 103.598]"
11197,"[111.506, 111.063, 110.005, 109.093, 108.548, 106.523]"
11198,"[113.672, 110.261, 109.585, 108.935, 108.113, 105.974]"
11199,"[114.948, 110.61, 109.792, 108.156, 106.637, 106.266]"
11200,"[114.23, 111.432, 110.53, 108.313, 106.678, 105.147]"
11201,"[114.658, 109.585, 109.566, 109.53, 108.107, 104.94]"
11202,"[112.905, 109.627, 109.427, 108.53, 108.518, 107.788]"
11203,"[112.334, 110.218, 109.895, 109.664, 107.638, 106.912]"
11228,"[111.611, 111.119, 110.904, 110.279, 107.836, 104.862]"
11229,"[111.82, 111.777, 111.5, 109.755, 107.632, 104.383]"
11230,"[113.042, 111.623, 110.885, 110.5, 106.762, 103.68]"
11231,"[111.777, 110.732, 110.732, 108.083, 107.668, 107.668]"
11232,"[122.29, 120.351, 113.36, 111.069, 96.073, 81.396]"
11233,"[122.181, 111.759, 111.759, 106.057, 101.28, 101.28]"
11234,"[152.936, 120.384, 106.189, 106.189, 86.503, 86.503]"
11237,"[120.697, 118.268, 115.29, 107.188, 101.993, 88.086]"
11243,"[114.847, 114.28, 112.78, 108.935, 103.668, 101.97]"
11244,"[116.225, 114.955, 113.703, 109.232, 100.644, 99.532]"
11245,"[130.444, 127.395, 98.754, 96.027, 90.539, 69.672]"
11248,"[129.183, 121.534, 109.05, 99.939, 96.31, 92.551]"
11249,"[127.814, 120.69, 116.789, 108.615, 88.545, 87.581]"
11252,"[136.828, 113.854, 110.787, 103.191, 90.034, 89.834]"
11253,"[133.765, 116.782, 114.993, 103.774, 87.409, 86.606]"
11256,"[128.28, 122.711, 107.296, 100.061, 96.961, 95.797]"
11259,"[113.011, 111.414, 111.346, 110.365, 106.505, 103.957]"
11260,"[117.033, 109.196, 108.095, 107.933, 107.86, 106.206]"
11261,"[115.582, 113.353, 110.646, 106.463, 105.516, 104.993]"
11262,"[112.787, 111.969, 109.591, 109.311, 108.029, 104.797]"
11263,"[111.438, 110.744, 109.688, 109.415, 109.214, 106.242]"
11270,"[117.678, 112.756, 112.216, 110.066, 106.23, 96.24]"
11271,"[128.536, 112.849, 112.849, 108.893, 93.325, 93.325]"
11272,"[122.1, 119.531, 116.206, 106.762, 101.391, 83.771]"
11273,"[125.542, 125.542, 116.225, 105.159, 84.359, 84.359]"
11274,"[117.523, 117.516, 115.855, 105.011, 98.923, 98.923]"
11275,"[110.029, 110.029, 109.658, 109.269, 108.911, 108.911]"
11276,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
11277,"[109.962, 109.962, 109.956, 108.996, 108.978, 108.966]"
11286,"[110.029, 110.011, 110.005, 108.923, 108.923, 108.917]"
11293,"[122.093, 109.166, 108.814, 107.098, 105.557, 103.026]"
11294,"[119.967, 113.191, 109.506, 108.941, 102.339, 101.631]"
11296,"[111.377, 110.738, 109.907, 108.705, 108.669, 107.38]"
11297,"[119.967, 113.191, 109.506, 108.941, 102.339, 101.631]"
11298,"[122.093, 109.166, 108.814, 107.098, 105.557, 103.026]"
11299,"[110.078, 110.048, 109.871, 109.421, 108.808, 108.59]"
11307,"[110.163, 110.023, 109.755, 109.451, 109.141, 108.288]"
11315,"[173.217, 136.979, 92.763, 92.763, 89.719, 89.719]"
11316,"[113.691, 111.648, 111.642, 107.194, 106.117, 106.117]"
11317,"[121.446, 120.977, 116.872, 100.504, 96.569, 94.882]"
11320,"[121.52, 120.744, 118.099, 100.247, 96.315, 94.117]"
11323,"[114.822, 112.501, 108.53, 108.252, 108.138, 104.318]"
11324,"[115.684, 110.17, 109.135, 108.017, 107.35, 106.338]"
11328,"[140.959, 124.548, 103.356, 100.533, 91.473, 87.484]"
11338,"[138.651, 114.331, 109.53, 103.026, 96.298, 89.307]"
11345,"[114.658, 113.204, 112.78, 105.968, 105.474, 103.881]"
11346,"[113.747, 113.073, 111.358, 106.972, 106.177, 104.88]"
11347,"[114.519, 113.459, 111.586, 107.074, 105.462, 103.904]"
11348,"[113.966, 113.409, 111.672, 106.66, 105.397, 105.052]"
11349,"[155.354, 115.246, 100.341, 96.684, 90.315, 86.428]"
11350,"[155.588, 105.629, 101.631, 97.464, 95.699, 83.564]"
11372,"[112.843, 112.836, 107.818, 107.812, 107.812, 107.812]"
11373,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
11375,"[114.318, 114.312, 107.11, 107.104, 107.104, 107.104]"
11383,"[113.16, 112.687, 110.255, 109.5, 106.75, 104.011]"
11384,"[114.23, 112.278, 111.401, 107.885, 107.764, 102.615]"
11385,"[136.694, 107.542, 107.542, 105.855, 105.855, 77.719]"
11386,"[136.694, 107.542, 107.542, 105.855, 105.855, 77.719]"
11387,"[123.127, 110.708, 110.708, 108.802, 108.802, 89.576]"
11388,"[130.844, 110.072, 110.072, 108.379, 108.379, 75.327]"
11389,"[111.728, 111.728, 109.615, 108.99, 108.99, 105.765]"
11394,"[154.119, 92.287, 87.283, 87.283, 74.758, 74.752]"
11397,"[132.245, 124.479, 124.479, 91.754, 85.377, 85.377]"
11398,"[140.714, 123.093, 123.093, 96.275, 79.648, 79.648]"
11399,"[110.99, 110.139, 110.139, 109.767, 109.767, 105.914]"
11400,"[111.549, 111.303, 111.297, 109.384, 106.672, 106.672]"
11402,"[142.911, 142.902, 95.808, 95.808, 95.808, 95.808]"
11406,"[121.078, 120.971, 117.4, 100.376, 96.638, 94.842]"
11409,"[115.157, 111.42, 108.518, 108.47, 107.981, 105.064]"
11410,"[121.078, 120.957, 117.355, 100.341, 96.684, 94.911]"
11413,"[115.1, 111.321, 108.584, 108.427, 107.957, 105.23]"
11414,"[121.038, 121.031, 117.361, 100.253, 96.811, 94.813]"
11417,"[115.087, 111.42, 108.584, 108.385, 108.107, 105.023]"
11423,"[180.0, 180.0, 90.0, 90.0, 90.0, 90.0]"
11424,"[180.0, 180.0, 90.0, 90.0, 90.0, 90.0]"
11426,"[124.667, 123.69, 119.406, 118.751, 89.077, 85.377]"
11427,"[132.641, 124.708, 123.011, 106.356, 91.49, 81.448]"
11428,"[128.954, 124.771, 112.911, 112.501, 99.068, 78.825]"
11454,"[117.691, 113.803, 113.335, 109.883, 102.439, 98.662]"
11455,"[121.373, 113.891, 111.586, 107.032, 104.389, 97.14]"
11456,"[115.658, 114.375, 112.284, 109.761, 102.68, 101.619]"
11457,"[116.053, 114.079, 113.653, 108.693, 101.894, 101.865]"
11458,"[119.354, 119.354, 115.995, 104.525, 104.525, 84.082]"
11459,"[120.637, 120.637, 114.098, 104.288, 104.288, 83.477]"
11460,"[117.219, 117.219, 112.606, 112.606, 112.538, 80.741]"
11461,"[117.911, 115.537, 112.811, 112.805, 98.036, 98.036]"
11462,"[118.171, 117.918, 109.621, 109.621, 100.749, 100.749]"
11463,"[117.911, 114.866, 110.898, 110.892, 100.836, 100.836]"
11464,"[120.258, 118.692, 112.037, 110.243, 107.584, 84.313]"
11465,"[124.132, 114.847, 112.899, 109.786, 104.495, 84.537]"
11466,"[122.263, 117.633, 112.037, 108.863, 108.343, 84.566]"
11467,"[119.052, 119.052, 115.125, 103.073, 98.384, 98.378]"
11468,"[116.801, 116.801, 115.843, 115.843, 103.05, 89.089]"
11474,"[112.52, 109.566, 109.56, 109.208, 109.208, 106.607]"
11480,"[112.606, 109.275, 109.269, 109.269, 109.263, 106.99]"
11481,"[109.524, 109.524, 109.518, 109.421, 109.421, 109.421]"
11482,"[138.582, 138.582, 97.181, 97.181, 97.181, 97.181]"
11483,"[152.635, 98.986, 98.986, 98.986, 98.986, 97.366]"
11484,"[143.168, 135.512, 97.215, 97.215, 96.523, 96.517]"
11485,"[146.058, 109.932, 100.865, 100.859, 98.436, 98.43]"
11486,"[156.448, 99.027, 98.888, 98.882, 96.356, 96.35]"
11487,"[180.0, 180.0, 90.0, 90.0, 90.0, 90.0]"
11490,"[175.789, 96.194, 91.41, 91.41, 91.41, 91.41]"
11491,"[110.64, 110.64, 110.64, 110.64, 107.362, 106.96]"
11492,"[132.431, 107.812, 107.812, 107.812, 107.812, 81.321]"
11493,"[132.431, 107.812, 107.812, 107.812, 107.812, 81.321]"
11494,"[110.64, 110.64, 110.64, 110.64, 107.362, 106.96]"
11506,"[112.476, 111.426, 109.944, 109.141, 108.21, 105.48]"
11507,"[111.808, 111.26, 110.591, 108.645, 108.602, 105.706]"
11508,"[175.867, 92.35, 91.427, 91.427, 91.427, 91.427]"
11509,"[175.635, 92.539, 91.501, 91.501, 91.501, 91.501]"
11510,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
11526,"[111.685, 111.1, 111.1, 110.622, 110.616, 101.28]"
11527,"[113.166, 112.886, 110.316, 109.956, 109.02, 100.778]"
11528,"[111.137, 111.137, 109.688, 109.688, 108.343, 106.834]"
11529,"[130.001, 129.25, 105.165, 100.504, 94.554, 78.586]"
11532,"[128.105, 127.207, 127.207, 94.112, 94.112, 78.773]"
11537,"[117.187, 116.366, 110.218, 109.53, 104.62, 98.76]"
11541,"[135.988, 119.058, 107.224, 99.741, 93.796, 93.681]"
11542,"[123.849, 122.263, 114.004, 102.627, 97.423, 91.496]"
11543,"[141.656, 123.656, 108.126, 96.782, 90.968, 80.369]"
11545,"[125.135, 116.066, 113.747, 106.409, 104.868, 86.618]"
11550,"[113.634, 112.315, 111.389, 108.705, 107.476, 102.656]"
11551,"[114.57, 110.898, 109.05, 107.728, 107.422, 106.948]"
11552,"[115.182, 113.123, 110.548, 107.182, 106.87, 103.332]"
11553,"[119.782, 109.226, 108.96, 108.669, 105.248, 104.566]"
11554,"[120.737, 114.974, 113.653, 105.207, 103.185, 96.281]"
11555,"[116.699, 114.721, 114.042, 104.951, 102.421, 102.374]"
11556,"[116.034, 115.76, 115.582, 106.392, 102.275, 98.639]"
11557,"[115.506, 114.759, 114.117, 105.902, 104.081, 100.906]"
11558,"[110.377, 110.328, 110.237, 109.263, 108.373, 108.258]"
11559,"[180.0, 180.0, 96.892, 96.892, 83.108, 83.108]"
11567,"[114.192, 114.186, 113.135, 106.595, 106.589, 100.743]"
11568,"[116.104, 111.938, 111.938, 108.881, 108.881, 97.383]"
11569,"[113.559, 112.83, 112.83, 108.005, 104.353, 104.353]"
11581,"[119.558, 112.986, 112.923, 106.022, 103.415, 100.405]"
11583,"[128.214, 121.675, 117.213, 108.053, 85.342, 82.265]"
11587,"[114.822, 114.205, 111.174, 105.438, 105.343, 104.999]"
11588,"[113.054, 111.993, 111.469, 107.248, 106.457, 106.195]"
11590,"[113.778, 113.666, 110.243, 108.476, 105.867, 104.129]"
11595,"[110.542, 110.542, 110.542, 108.379, 108.379, 108.379]"
11596,"[110.542, 110.542, 110.542, 108.379, 108.379, 108.379]"
11600,"[115.995, 115.075, 114.054, 107.164, 103.097, 101.537]"
11601,"[118.601, 116.507, 109.816, 108.615, 108.198, 91.369]"
11602,"[116.475, 116.123, 109.859, 109.712, 109.232, 92.786]"
11603,"[111.143, 111.143, 111.143, 107.752, 107.746, 107.746]"
11604,"[111.5, 111.5, 111.5, 107.356, 107.356, 107.356]"
11605,"[110.304, 110.304, 110.304, 108.627, 108.627, 108.627]"
11608,"[115.214, 111.155, 108.494, 108.288, 108.065, 105.391]"
11611,"[115.334, 111.125, 108.397, 108.288, 107.824, 105.64]"
11614,"[115.372, 111.045, 108.512, 108.204, 107.866, 105.605]"
11618,"[115.563, 110.965, 108.246, 108.101, 107.999, 105.7]"
11622,"[115.487, 110.996, 108.246, 108.12, 108.041, 105.694]"
11626,"[116.289, 110.72, 108.168, 107.806, 107.62, 105.867]"
11630,"[116.558, 110.812, 108.059, 107.662, 107.392, 105.944]"
11634,"[116.603, 110.702, 108.047, 107.698, 107.428, 105.956]"
11648,"[112.687, 110.622, 110.622, 109.172, 109.172, 104.211]"
11649,"[113.434, 113.116, 110.524, 109.779, 108.433, 100.772]"
11650,"[110.72, 110.72, 109.554, 109.554, 108.476, 107.812]"
11651,"[155.951, 98.413, 97.822, 97.822, 97.822, 97.822]"
11656,"[112.936, 109.944, 109.944, 108.663, 108.663, 106.463]"
11664,"[170.859, 158.844, 107.122, 94.962, 86.348, 69.182]"
11673,"[112.768, 110.255, 109.366, 109.257, 108.711, 106.403]"
11674,"[112.16, 111.106, 110.977, 109.932, 108.47, 104.058]"
11675,"[114.456, 113.135, 109.487, 107.41, 106.846, 105.153]"
11676,"[113.347, 113.266, 111.217, 111.02, 107.716, 99.817]"
11677,"[160.874, 148.408, 100.486, 91.673, 87.186, 71.18]"
11688,"[152.999, 136.402, 120.984, 106.105, 73.214, 67.988]"
11703,"[111.094, 110.212, 110.017, 109.779, 108.524, 107.146]"
11704,"[111.463, 111.272, 109.95, 109.84, 108.953, 105.177]"
11705,"[113.185, 112.811, 111.008, 109.384, 107.32, 103.132]"
11707,"[126.114, 126.1, 102.474, 101.42, 95.204, 95.198]"
11710,"[180.0, 180.0, 97.054, 97.054, 82.946, 82.946]"
11718,"[113.998, 113.998, 113.154, 106.649, 106.649, 101.058]"
11719,"[116.321, 111.814, 111.814, 108.651, 108.651, 97.903]"
11720,"[113.691, 112.811, 112.811, 108.017, 104.288, 104.288]"
11728,"[114.375, 112.34, 110.438, 108.379, 108.3, 102.486]"
11729,"[112.805, 112.718, 109.518, 109.39, 107.975, 104.034]"
11730,"[117.465, 111.254, 110.249, 108.005, 106.547, 102.251]"
11731,"[118.275, 112.631, 111.469, 106.714, 104.282, 103.415]"
11740,"[111.315, 109.962, 109.901, 109.469, 108.657, 107.5]"
11741,"[110.475, 110.457, 109.999, 109.67, 108.609, 107.578]"
11749,"[115.677, 111.112, 109.792, 107.993, 107.65, 104.111]"
11750,"[115.569, 113.954, 110.438, 107.482, 107.332, 101.128]"
11753,"[112.718, 111.679, 111.672, 108.627, 106.081, 106.075]"
11766,"[112.061, 111.568, 109.536, 109.026, 108.059, 106.409]"
11767,"[115.106, 112.569, 111.451, 110.438, 104.608, 102.827]"
11768,"[111.858, 110.953, 110.487, 109.664, 109.421, 104.341]"
11776,"[120.904, 120.904, 120.166, 100.539, 94.066, 94.066]"
11777,"[139.438, 111.518, 107.224, 103.721, 94.888, 88.172]"
11778,"[137.265, 112.371, 105.313, 104.058, 96.275, 92.975]"
11779,"[138.807, 113.841, 108.778, 101.163, 94.646, 87.644]"
11780,"[133.369, 109.597, 109.56, 109.463, 95.492, 89.02]"
11781,"[139.13, 114.999, 111.685, 109.573, 90.275, 87.622]"
11787,"[110.42, 110.42, 110.414, 108.518, 108.5, 108.5]"
11788,"[110.597, 110.597, 110.573, 108.331, 108.325, 108.325]"
11789,"[110.243, 110.243, 110.237, 108.705, 108.687, 108.681]"
11795,"[116.731, 109.317, 108.838, 107.35, 107.272, 107.176]"
11797,"[117.633, 110.072, 109.317, 107.092, 106.415, 105.801]"
11798,"[113.916, 112.706, 110.279, 108.047, 107.194, 104.596]"
11799,"[117.497, 112.737, 110.726, 105.462, 105.337, 104.543]"
11804,"[110.463, 110.463, 110.445, 108.47, 108.47, 108.47]"
11809,"[110.475, 110.475, 110.451, 108.463, 108.457, 108.457]"
11815,"[112.83, 109.706, 108.984, 108.494, 108.47, 108.331]"
11822,"[170.931, 168.07, 92.711, 91.238, 89.181, 88.739]"
11824,"[112.464, 112.464, 111.469, 109.281, 109.281, 101.402]"
11825,"[118.783, 118.783, 118.777, 96.384, 96.384, 96.379]"
11826,"[123.073, 123.073, 123.073, 93.055, 93.055, 93.055]"
11827,"[130.188, 123.587, 122.936, 120.06, 86.221, 79.269]"
11836,"[124.257, 118.627, 108.875, 108.005, 107.836, 89.135]"
11837,"[130.308, 109.676, 109.676, 104.081, 104.081, 91.364]"
11838,"[115.372, 114.356, 108.011, 108.011, 105.646, 105.646]"
11839,"[124.18, 119.144, 108.717, 107.686, 107.524, 89.691]"
11840,"[131.292, 108.869, 108.869, 104.566, 104.566, 90.774]"
11841,"[115.664, 113.491, 107.999, 107.999, 105.932, 105.932]"
11842,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
11843,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
11844,"[117.406, 117.4, 117.4, 99.369, 99.369, 99.369]"
11845,"[122.29, 122.29, 122.283, 94.129, 94.129, 94.129]"
11846,"[111.469, 111.463, 111.34, 111.334, 105.682, 105.676]"
11847,"[127.114, 127.114, 123.353, 93.934, 86.244, 86.244]"
11848,"[132.284, 126.384, 118.255, 102.697, 90.453, 86.468]"
11883,"[112.458, 111.79, 109.609, 109.317, 108.887, 104.442]"
11884,"[113.141, 111.944, 111.371, 110.585, 110.212, 99.172]"
11885,"[111.827, 111.79, 111.463, 111.328, 109.889, 100.05]"
11886,"[110.653, 110.255, 109.913, 109.865, 109.828, 106.266]"
11887,"[110.371, 110.365, 110.365, 108.566, 108.56, 108.56]"
11888,"[122.813, 122.813, 122.806, 93.417, 93.417, 93.417]"
11889,"[124.89, 123.168, 122.202, 97.314, 91.14, 88.659]"
11890,"[109.755, 109.749, 109.749, 109.19, 109.19, 109.19]"
11891,"[109.755, 109.749, 109.749, 109.19, 109.19, 109.19]"
11892,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
11893,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
11894,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
11895,"[113.666, 113.666, 113.666, 104.857, 104.857, 104.857]"
11898,"[159.051, 110.243, 96.217, 94.83, 93.417, 86.818]"
11900,"[130.776, 113.803, 111.925, 104.483, 97.816, 93.187]"
11901,"[126.684, 124.925, 118.548, 101.759, 89.673, 88.997]"
11902,"[120.724, 115.417, 108.602, 105.748, 102.85, 101.724]"
11903,"[137.476, 125.366, 113.241, 93.865, 93.239, 84.007]"
11906,"[118.672, 115.925, 115.442, 107.836, 102.31, 94.905]"
11912,"[117.639, 114.721, 112.191, 105.986, 104.702, 101.227]"
11917,"[132.844, 113.597, 105.266, 103.845, 98.395, 97.302]"
11918,"[122.256, 115.068, 111.014, 103.769, 101.976, 101.566]"
11936,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
11938,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
11940,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
11942,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
11943,"[123.973, 123.966, 110.267, 102.574, 89.788, 89.782]"
11944,"[119.321, 117.445, 117.445, 102.21, 102.21, 89.404]"
11945,"[148.038, 125.69, 107.656, 103.073, 90.384, 78.855]"
11955,"[124.243, 111.913, 108.911, 104.951, 103.303, 101.28]"
11956,"[119.624, 111.895, 109.251, 108.802, 106.768, 98.291]"
11957,"[118.164, 111.223, 111.149, 108.663, 106.631, 99.137]"
11958,"[125.387, 122.813, 117.503, 101.291, 94.571, 85.452]"
11960,"[112.774, 112.774, 108.433, 108.421, 108.421, 106.081]"
11965,"[117.361, 116.225, 115.556, 106.547, 103.303, 97.892]"
11966,"[130.821, 118.054, 109.901, 102.921, 98.268, 97.77]"
11977,"[110.738, 110.555, 109.597, 109.202, 108.578, 108.15]"
11978,"[110.922, 110.892, 109.926, 108.899, 108.566, 107.542]"
11979,"[118.607, 112.762, 109.123, 109.063, 105.272, 101.958]"
11980,"[115.372, 112.799, 109.232, 107.356, 106.655, 105.539]"
11981,"[110.298, 110.298, 110.298, 108.627, 108.627, 108.627]"
11982,"[110.298, 110.298, 110.298, 108.627, 108.627, 108.627]"
11983,"[110.023, 110.023, 110.023, 108.911, 108.911, 108.911]"
11984,"[110.023, 110.023, 110.023, 108.911, 108.911, 108.911]"
11985,"[112.154, 112.154, 112.154, 106.631, 106.631, 106.631]"
11986,"[112.154, 112.154, 112.154, 106.631, 106.631, 106.631]"
11987,"[113.129, 113.129, 113.129, 105.51, 105.51, 105.51]"
11988,"[113.129, 113.129, 113.129, 105.51, 105.51, 105.51]"
11994,"[114.545, 114.545, 114.545, 114.545, 105.748, 93.027]"
11995,"[114.57, 114.57, 113.341, 113.341, 105.748, 95.428]"
11996,"[143.264, 125.923, 111.562, 99.794, 86.153, 85.446]"
12009,"[112.638, 111.242, 111.125, 109.822, 106.099, 105.765]"
12010,"[111.383, 110.836, 109.36, 108.838, 108.325, 108.107]"
12011,"[112.47, 111.1, 110.873, 108.857, 107.518, 106.045]"
12012,"[139.676, 130.904, 112.08, 96.927, 87.088, 81.935]"
12018,"[112.247, 110.812, 110.371, 108.784, 107.686, 106.894]"
12019,"[113.566, 113.566, 113.235, 107.146, 104.697, 104.697]"
12020,"[139.42, 131.414, 112.824, 96.165, 86.899, 81.813]"
12025,"[111.771, 110.99, 110.763, 108.814, 107.578, 106.876]"
12026,"[113.16, 112.979, 112.973, 108.204, 104.803, 104.803]"
12027,"[142.129, 131.369, 109.712, 95.728, 85.314, 81.501]"
12033,"[111.839, 111.494, 110.182, 108.3, 108.005, 106.966]"
12034,"[113.998, 113.372, 113.366, 106.619, 104.726, 104.726]"
12035,"[141.426, 130.821, 111.076, 96.604, 85.831, 82.062]"
12041,"[112.216, 111.198, 110.432, 108.113, 107.897, 106.954]"
12042,"[114.28, 113.291, 113.285, 106.828, 104.56, 104.56]"
12043,"[126.235, 118.223, 118.223, 102.134, 93.113, 93.113]"
12044,"[110.591, 110.591, 110.591, 110.585, 107.26, 107.26]"
12045,"[110.947, 110.947, 110.947, 110.947, 106.565, 106.559]"
12046,"[110.947, 110.947, 110.947, 110.947, 106.565, 106.559]"
12047,"[111.211, 111.211, 111.211, 111.211, 106.045, 106.045]"
12049,"[124.869, 116.692, 116.686, 105.42, 94.405, 94.405]"
12052,"[118.64, 118.64, 118.64, 118.64, 92.373, 92.373]"
12054,"[116.68, 116.68, 116.68, 116.68, 95.854, 95.849]"
12055,"[124.444, 124.444, 120.71, 95.722, 95.722, 87.243]"
12056,"[125.874, 122.459, 122.459, 92.585, 92.585, 91.713]"
12057,"[127.952, 126.963, 112.012, 95.273, 94.796, 89.885]"
12058,"[114.349, 114.349, 112.731, 105.67, 105.67, 103.085]"
12059,"[113.741, 113.741, 113.197, 105.974, 105.974, 103.309]"
12060,"[114.01, 114.004, 112.037, 106.487, 106.487, 103.032]"
12061,"[114.734, 114.727, 111.002, 106.427, 106.427, 102.727]"
12062,"[114.759, 114.759, 112.086, 112.086, 101.841, 101.841]"
12063,"[120.944, 120.944, 109.615, 109.615, 98.633, 98.633]"
12064,"[140.633, 131.453, 108.409, 101.397, 92.78, 86.049]"
12065,"[136.895, 108.506, 108.5, 99.962, 99.962, 96.258]"
