,Cif,Name,Site,CN,OS,Period,Group,Angles
1376,51754.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,O6,4.0,-2,2,6,"[129.583, 128.404, 106.637, 99.922, 96.881, 82.184]"
1377,54368.cif,Li1+:8.000 O2-:4.000,Li1,4.0,1,2,1,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1379,54700.cif,Li1+:72.000 Mn3+:72.000 Mn4+:72.000 O2-:288.000,Li1,4.0,1,2,1,"[115.296, 115.29, 107.842, 107.836, 105.45, 105.45]"
1380,54700.cif,Li1+:72.000 Mn3+:72.000 Mn4+:72.000 O2-:288.000,Li2,4.0,1,2,1,"[115.753, 111.205, 111.205, 106.762, 106.762, 104.637]"
1381,54700.cif,Li1+:72.000 Mn3+:72.000 Mn4+:72.000 O2-:288.000,Li3,4.0,1,2,1,"[126.612, 107.65, 107.65, 104.56, 104.56, 103.763]"
1382,54700.cif,Li1+:72.000 Mn3+:72.000 Mn4+:72.000 O2-:288.000,Li4,4.0,1,2,1,"[118.366, 114.86, 113.553, 108.524, 102.046, 96.684]"
1385,54701.cif,Li1+:72.000 Mn3+:72.000 Mn4+:72.000 O2-:288.000,Li1,4.0,1,2,1,"[113.141, 113.135, 112.737, 112.737, 102.744, 102.738]"
1386,54701.cif,Li1+:72.000 Mn3+:72.000 Mn4+:72.000 O2-:288.000,Li2,4.0,1,2,1,"[115.862, 112.445, 112.445, 105.932, 104.94, 104.94]"
1387,54701.cif,Li1+:72.000 Mn3+:72.000 Mn4+:72.000 O2-:288.000,Li3,4.0,1,2,1,"[125.514, 114.62, 105.605, 105.605, 103.032, 103.032]"
1388,54701.cif,Li1+:72.000 Mn3+:72.000 Mn4+:72.000 O2-:288.000,Li4,4.0,1,2,1,"[115.938, 113.516, 112.024, 108.313, 104.525, 100.883]"
1393,54839.cif,H1+:16.000 Li1+:2.000 O2-:20.000 P5+:2.000 U6+:2.000,Li1,4.0,1,2,1,"[112.142, 112.136, 112.136, 112.136, 104.265, 104.259]"
1398,54839.cif,H1+:16.000 Li1+:2.000 O2-:20.000 P5+:2.000 U6+:2.000,P1,4.0,5,3,5,"[110.677, 110.677, 110.671, 110.671, 107.092, 107.092]"
1400,54858.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,Al1,4.0,3,3,3,"[117.872, 110.671, 110.469, 108.863, 106.093, 102.48]"
1403,54858.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,Li1,4.0,1,2,1,"[122.793, 117.866, 111.223, 105.023, 103.315, 90.092]"
1404,54858.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,Li2,4.0,1,2,1,"[117.29, 110.561, 110.273, 109.524, 104.643, 104.59]"
1405,54858.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,Li3,4.0,1,2,1,"[125.845, 116.155, 107.885, 103.362, 100.183, 97.741]"
1406,54858.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,O1,4.0,-2,2,6,"[120.804, 117.982, 111.426, 107.512, 104.412, 91.117]"
1407,54858.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,O2,4.0,-2,2,6,"[130.008, 122.486, 117.316, 100.696, 91.312, 86.463]"
1411,54858.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,O6,4.0,-2,2,6,"[129.494, 128.426, 106.637, 99.282, 97.204, 82.265]"
1415,55053.cif,Al3+:4.000 F1-:24.000 Li1+:4.000 Sr2+:4.000,F3,4.0,-1,2,7,"[119.124, 116.212, 114.86, 107.242, 101.976, 97.961]"
1418,55053.cif,Al3+:4.000 F1-:24.000 Li1+:4.000 Sr2+:4.000,F6,4.0,-1,2,7,"[127.207, 110.005, 109.664, 106.936, 105.189, 95.008]"
1419,55053.cif,Al3+:4.000 F1-:24.000 Li1+:4.000 Sr2+:4.000,Li1,4.0,1,2,1,"[122.351, 114.513, 113.316, 112.588, 98.789, 88.843]"
1421,55750.cif,Li1+:1.000 Mn3+:0.500 Mn4+:0.500 Ni3+:0.500 Ni4+:0.500 O2-:4.000,Li1,4.0,1,2,1,"[115.157, 114.507, 114.507, 103.922, 103.922, 103.385]"
1423,55750.cif,Li1+:1.000 Mn3+:0.500 Mn4+:0.500 Ni3+:0.500 Ni4+:0.500 O2-:4.000,Ni3,4.0,3,4,8,"[115.157, 114.507, 114.507, 103.922, 103.922, 103.385]"
1427,5668.cif,Li1+:21.000 P5+:3.000 S2-:24.000 Si4+:2.400 Sn4+:0.600,Li1,4.0,1,2,1,"[143.688, 120.086, 110.61, 105.129, 93.216, 87.128]"
1431,5668.cif,Li1+:21.000 P5+:3.000 S2-:24.000 Si4+:2.400 Sn4+:0.600,P1,4.0,5,3,5,"[115.449, 108.615, 108.15, 108.15, 108.15, 108.15]"
1432,5668.cif,Li1+:21.000 P5+:3.000 S2-:24.000 Si4+:2.400 Sn4+:0.600,P2,4.0,5,3,5,"[109.524, 109.524, 109.524, 109.524, 109.366, 109.366]"
1436,5668.cif,Li1+:21.000 P5+:3.000 S2-:24.000 Si4+:2.400 Sn4+:0.600,Si1,4.0,4,3,4,"[115.449, 108.621, 108.15, 108.15, 108.15, 108.15]"
1437,5668.cif,Li1+:21.000 P5+:3.000 S2-:24.000 Si4+:2.400 Sn4+:0.600,Sn1,4.0,4,5,4,"[115.449, 108.621, 108.15, 108.15, 108.15, 108.15]"
1438,5669.cif,Li1+:20.692 P5+:3.300 S2-:24.000 Si4+:2.160 Sn4+:0.540,Li1,4.0,1,2,1,"[143.814, 119.934, 110.959, 106.463, 91.948, 86.807]"
1442,5669.cif,Li1+:20.692 P5+:3.300 S2-:24.000 Si4+:2.160 Sn4+:0.540,P1,4.0,5,3,5,"[115.417, 108.657, 108.15, 108.15, 108.15, 108.15]"
1443,5669.cif,Li1+:20.692 P5+:3.300 S2-:24.000 Si4+:2.160 Sn4+:0.540,P2,4.0,5,3,5,"[110.42, 110.42, 109.002, 109.002, 109.002, 108.996]"
1447,5669.cif,Li1+:20.692 P5+:3.300 S2-:24.000 Si4+:2.160 Sn4+:0.540,Si1,4.0,4,3,4,"[115.417, 108.657, 108.15, 108.15, 108.15, 108.15]"
1448,5669.cif,Li1+:20.692 P5+:3.300 S2-:24.000 Si4+:2.160 Sn4+:0.540,Sn1,4.0,4,5,4,"[115.417, 108.657, 108.15, 108.15, 108.15, 108.15]"
1452,56757.cif,Eu2+:6.000 Li1+:12.000 O2-:48.000 Sm3+:24.000,Li1,4.0,1,2,1,"[115.677, 115.391, 107.764, 107.764, 105.26, 105.26]"
1453,56757.cif,Eu2+:6.000 Li1+:12.000 O2-:48.000 Sm3+:24.000,Li2,4.0,1,2,1,"[118.62, 108.893, 108.101, 108.101, 106.409, 106.409]"
1454,56757.cif,Eu2+:6.000 Li1+:12.000 O2-:48.000 Sm3+:24.000,O1,4.0,-2,2,6,"[115.709, 115.709, 107.098, 106.858, 106.858, 104.011]"
1457,56757.cif,Eu2+:6.000 Li1+:12.000 O2-:48.000 Sm3+:24.000,O4,4.0,-2,2,6,"[112.148, 112.148, 110.353, 108.881, 108.881, 104.194]"
1458,56757.cif,Eu2+:6.000 Li1+:12.000 O2-:48.000 Sm3+:24.000,O5,4.0,-2,2,6,"[114.129, 114.129, 107.818, 107.818, 107.368, 105.272]"
1474,56759.cif,La3+:4.000 Li1+:4.000 O2-:12.000 Sr2+:4.000,Li1,4.0,1,2,1,"[120.365, 107.602, 107.602, 107.41, 107.41, 105.545]"
1482,56760.cif,Eu2+:8.000 Li1+:4.000 O2-:16.000 Sm3+:4.000,Li1,4.0,1,2,1,"[115.671, 112.377, 112.377, 107.464, 103.928, 103.928]"
1488,58.cif,Li1+:8.000 O2-:16.000 S6+:4.000,Li1,4.0,1,2,1,"[115.182, 112.129, 108.917, 107.134, 106.684, 106.535]"
1489,58.cif,Li1+:8.000 O2-:16.000 S6+:4.000,Li2,4.0,1,2,1,"[124.583, 121.635, 114.639, 103.91, 103.91, 88.556]"
1494,58.cif,Li1+:8.000 O2-:16.000 S6+:4.000,S1,4.0,6,3,6,"[110.898, 109.962, 109.688, 109.597, 108.966, 107.704]"
1495,59112.cif,In3+:4.000 Li1+:4.000 Te2-:8.000,In1,4.0,3,5,3,"[111.531, 111.531, 108.451, 108.451, 108.451, 108.451]"
1496,59112.cif,In3+:4.000 Li1+:4.000 Te2-:8.000,Li1,4.0,1,2,1,"[110.267, 110.267, 109.075, 109.075, 109.075, 109.075]"
1497,59112.cif,In3+:4.000 Li1+:4.000 Te2-:8.000,Te1,4.0,-2,5,6,"[110.892, 110.892, 110.048, 108.748, 108.748, 107.494]"
1498,59243.cif,Li1+:8.000 O2-:14.000 P5+:4.000,Li1,4.0,1,2,1,"[122.718, 115.588, 113.316, 108.47, 103.115, 94.25]"
1499,59243.cif,Li1+:8.000 O2-:14.000 P5+:4.000,Li2,4.0,1,2,1,"[130.836, 120.378, 115.588, 114.519, 95.549, 69.721]"
1500,59243.cif,Li1+:8.000 O2-:14.000 P5+:4.000,Li3,4.0,1,2,1,"[116.123, 112.669, 112.569, 111.18, 105.664, 96.656]"
1501,59243.cif,Li1+:8.000 O2-:14.000 P5+:4.000,Li4,4.0,1,2,1,"[123.511, 117.581, 114.974, 104.288, 97.239, 94.589]"
1504,59243.cif,Li1+:8.000 O2-:14.000 P5+:4.000,O3,4.0,-2,2,6,"[130.625, 125.331, 103.126, 102.944, 95.451, 79.997]"
1505,59243.cif,Li1+:8.000 O2-:14.000 P5+:4.000,O4,4.0,-2,2,6,"[124.444, 121.843, 121.816, 108.717, 85.411, 83.8]"
1508,59243.cif,Li1+:8.000 O2-:14.000 P5+:4.000,O7,4.0,-2,2,6,"[126.256, 123.312, 110.445, 107.314, 100.935, 84.393]"
1509,59243.cif,Li1+:8.000 O2-:14.000 P5+:4.000,P1,4.0,5,3,5,"[114.494, 113.441, 112.706, 108.705, 107.08, 99.178]"
1510,59243.cif,Li1+:8.000 O2-:14.000 P5+:4.000,P2,4.0,5,3,5,"[114.866, 113.684, 111.586, 107.2, 106.195, 102.263]"
1511,59640.cif,Li1+:16.000 O2-:32.000 P5+:8.000 Zn2+:4.000,Li1,4.0,1,2,1,"[129.087, 113.741, 110.965, 103.792, 102.122, 93.124]"
1512,59640.cif,Li1+:16.000 O2-:32.000 P5+:8.000 Zn2+:4.000,Li2,4.0,1,2,1,"[124.388, 112.433, 109.141, 107.212, 106.553, 95.29]"
1514,59640.cif,Li1+:16.000 O2-:32.000 P5+:8.000 Zn2+:4.000,Li4,4.0,1,2,1,"[114.117, 113.641, 111.076, 106.655, 106.601, 103.951]"
1515,59640.cif,Li1+:16.000 O2-:32.000 P5+:8.000 Zn2+:4.000,O1,4.0,-2,2,6,"[127.981, 111.352, 111.285, 110.953, 105.617, 84.388]"
1516,59640.cif,Li1+:16.000 O2-:32.000 P5+:8.000 Zn2+:4.000,O2,4.0,-2,2,6,"[118.927, 116.988, 111.703, 108.899, 98.673, 98.117]"
1519,59640.cif,Li1+:16.000 O2-:32.000 P5+:8.000 Zn2+:4.000,O5,4.0,-2,2,6,"[124.562, 117.781, 116.583, 106.643, 98.656, 86.233]"
1522,59640.cif,Li1+:16.000 O2-:32.000 P5+:8.000 Zn2+:4.000,O8,4.0,-2,2,6,"[126.848, 119.334, 113.285, 110.542, 86.434, 85.906]"
1523,59640.cif,Li1+:16.000 O2-:32.000 P5+:8.000 Zn2+:4.000,P1,4.0,5,3,5,"[112.365, 110.194, 109.767, 109.135, 108.325, 107.026]"
1524,59640.cif,Li1+:16.000 O2-:32.000 P5+:8.000 Zn2+:4.000,P2,4.0,5,3,5,"[110.646, 110.212, 109.932, 109.877, 109.719, 106.409]"
1525,59640.cif,Li1+:16.000 O2-:32.000 P5+:8.000 Zn2+:4.000,Zn1,4.0,2,4,2,"[116.04, 112.204, 108.729, 108.427, 106.918, 104.288]"
1528,59647.cif,La3+:4.960 Li1+:1.280 O2-:24.000 Ti4+:8.000,Li1,4.0,1,2,1,"[161.103, 157.789, 94.905, 94.905, 82.137, 82.137]"
1529,59647.cif,La3+:4.960 Li1+:1.280 O2-:24.000 Ti4+:8.000,Li2,4.0,1,2,1,"[148.959, 146.171, 90.923, 90.923, 80.584, 80.584]"
1537,59936.cif,Cl3+:4.000 Li1+:4.000 O2-:8.000,Li1,4.0,1,2,1,"[121.803, 121.803, 103.68, 103.68, 103.68, 103.674]"
1541,60069.cif,K1+:16.000 Li1+:16.000 O2-:96.000 P5+:32.000,Li1,4.0,1,2,1,"[121.608, 116.647, 109.725, 107.566, 106.386, 93.205]"
1542,60069.cif,K1+:16.000 Li1+:16.000 O2-:96.000 P5+:32.000,Li2,4.0,1,2,1,"[118.073, 112.923, 111.666, 108.156, 107.836, 95.831]"
1552,60768.cif,Li1+:28.000 O2-:28.000 Rb1+:4.000 Tb4+:6.000,Li1,4.0,1,2,1,"[115.41, 109.178, 109.178, 109.178, 109.172, 104.129]"
1553,60768.cif,Li1+:28.000 O2-:28.000 Rb1+:4.000 Tb4+:6.000,Li2,4.0,1,2,1,"[119.716, 119.716, 107.362, 103.315, 103.315, 100.294]"
1554,60768.cif,Li1+:28.000 O2-:28.000 Rb1+:4.000 Tb4+:6.000,Li3,4.0,1,2,1,"[143.572, 109.153, 103.904, 102.234, 98.876, 92.791]"
1563,60824.cif,K1+:4.000 Li1+:8.000 Na1+:4.000 O2-:32.000 S6+:8.000,Li1,4.0,1,2,1,"[119.96, 113.985, 112.061, 108.337, 103.009, 98.865]"
1564,60824.cif,K1+:4.000 Li1+:8.000 Na1+:4.000 O2-:32.000 S6+:8.000,Li2,4.0,1,2,1,"[119.281, 115.005, 111.242, 107.626, 104.472, 99.259]"
1574,60824.cif,K1+:4.000 Li1+:8.000 Na1+:4.000 O2-:32.000 S6+:8.000,S1,4.0,6,3,6,"[110.646, 109.962, 109.932, 109.305, 108.572, 108.391]"
1575,60824.cif,K1+:4.000 Li1+:8.000 Na1+:4.000 O2-:32.000 S6+:8.000,S2,4.0,6,3,6,"[110.763, 110.017, 109.944, 109.147, 108.578, 108.355]"
1576,60838.cif,In3+:4.000 Li1+:4.000 Se2-:8.000,In1,4.0,3,5,3,"[112.197, 109.475, 109.469, 109.038, 109.032, 107.584]"
1577,60838.cif,In3+:4.000 Li1+:4.000 Se2-:8.000,Li1,4.0,1,2,1,"[110.824, 110.5, 110.396, 108.917, 108.198, 107.921]"
1578,60838.cif,In3+:4.000 Li1+:4.000 Se2-:8.000,Se1,4.0,-2,4,6,"[110.512, 110.005, 109.853, 109.615, 108.723, 108.101]"
1579,60838.cif,In3+:4.000 Li1+:4.000 Se2-:8.000,Se2,4.0,-2,4,6,"[111.969, 109.968, 109.603, 108.863, 108.602, 107.734]"
1584,60949.cif,B3+:4.000 K1+:8.000 Li1+:4.000 O2-:12.000,Li1,4.0,1,2,1,"[124.236, 120.159, 118.307, 113.241, 99.997, 74.169]"
1588,61091.cif,Li1+:2.000 Na1+:2.000 S2-:2.000,Li1,4.0,1,2,1,"[110.127, 110.127, 109.147, 109.147, 109.147, 109.147]"
1593,61204.cif,B3+:12.000 Li1+:20.000 Na1+:16.000 O2-:36.000,Li1,4.0,1,2,1,"[117.136, 116.379, 111.679, 109.402, 103.999, 96.713]"
1595,61204.cif,B3+:12.000 Li1+:20.000 Na1+:16.000 O2-:36.000,Li3,4.0,1,2,1,"[122.249, 116.596, 109.075, 108.476, 107.422, 88.613]"
1604,61217.cif,Ir4+:3.000 Li1+:24.000 O2-:18.000,Li1,4.0,1,2,1,"[120.391, 112.582, 110.916, 109.725, 109.099, 92.166]"
1607,61218.cif,Li1+:24.000 O2-:18.000 Pt4+:3.000,Li1,4.0,1,2,1,"[122.663, 112.309, 108.851, 107.224, 106.822, 97.724]"
1612,61219.cif,Ce4+:3.000 Li1+:24.000 O2-:18.000,Li1,4.0,1,2,1,"[121.715, 111.808, 110.096, 107.614, 104.667, 99.05]"
1615,6169.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,Al1,4.0,3,3,3,"[119.67, 115.703, 109.396, 106.165, 103.698, 101.093]"
1618,6169.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,Li1,4.0,1,2,1,"[117.95, 114.513, 108.99, 108.077, 105.617, 100.218]"
1619,6169.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,Li2,4.0,1,2,1,"[112.259, 111.716, 111.303, 111.039, 105.932, 104.217]"
1624,6169.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,O4,4.0,-2,2,6,"[154.106, 127.727, 118.698, 81.356, 76.161, 70.05]"
1629,61692.cif,Ir5+:3.000 K1+:3.000 Li1+:18.000 O2-:18.000,Li1,4.0,1,2,1,"[133.165, 133.165, 104.75, 104.75, 95.244, 91.736]"
1631,62024.cif,As5+:4.000 H1+:8.000 Li1+:4.000 O2-:16.000,As1,4.0,5,4,5,"[113.566, 112.638, 110.879, 109.633, 109.512, 99.741]"
1634,62024.cif,As5+:4.000 H1+:8.000 Li1+:4.000 O2-:16.000,Li1,4.0,1,2,1,"[118.151, 111.858, 109.184, 107.032, 105.397, 105.224]"
1641,62089.cif,H1+:4.000 Li1+:4.000 O2-:10.000 S6+:2.000,Li1,4.0,1,2,1,"[120.937, 113.828, 109.512, 105.242, 103.745, 101.952]"
1642,62089.cif,H1+:4.000 Li1+:4.000 O2-:10.000 S6+:2.000,Li2,4.0,1,2,1,"[115.639, 113.247, 107.842, 107.83, 106.595, 105.07]"
1648,62089.cif,H1+:4.000 Li1+:4.000 O2-:10.000 S6+:2.000,S1,4.0,6,3,6,"[110.646, 109.98, 109.208, 109.172, 108.929, 108.875]"
1651,62124.cif,H1+:4.000 Li1+:4.000 O2-:10.000 S6+:2.000,Li1,4.0,1,2,1,"[121.379, 114.331, 109.02, 105.658, 103.15, 101.636]"
1652,62124.cif,H1+:4.000 Li1+:4.000 O2-:10.000 S6+:2.000,Li2,4.0,1,2,1,"[119.176, 113.684, 107.206, 105.551, 105.123, 104.969]"
1658,62124.cif,H1+:4.000 Li1+:4.000 O2-:10.000 S6+:2.000,S1,4.0,6,3,6,"[110.793, 110.011, 109.287, 109.093, 108.838, 108.778]"
1659,62137.cif,Li1+:12.000 O2-:8.000 Zn2+:2.000,Li1,4.0,1,2,1,"[132.493, 107.62, 107.614, 103.45, 103.45, 96.719]"
1660,62137.cif,Li1+:12.000 O2-:8.000 Zn2+:2.000,Li2,4.0,1,2,1,"[111.076, 111.076, 111.076, 111.076, 109.032, 103.444]"
1662,62137.cif,Li1+:12.000 O2-:8.000 Zn2+:2.000,Zn1,4.0,2,4,2,"[119.295, 119.295, 104.797, 104.797, 104.797, 104.797]"
1665,62244.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,Li1,4.0,1,2,1,"[144.096, 127.72, 110.072, 103.009, 83.719, 83.523]"
1670,62244.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,O3,4.0,-2,2,6,"[141.069, 115.989, 101.853, 98.268, 98.227, 90.281]"
1671,62244.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,O4,4.0,-2,2,6,"[136.088, 126.52, 114.393, 100.143, 85.095, 83.391]"
1680,62244.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,P1,4.0,5,3,5,"[113.26, 112.408, 110.133, 108.875, 106.069, 105.873]"
1681,62244.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,P2,4.0,5,3,5,"[111.137, 111.008, 109.938, 109.202, 108.76, 106.81]"
1682,62244.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,P3,4.0,5,3,5,"[113.509, 111.685, 110.934, 108.349, 106.409, 105.968]"
1685,62300.cif,Li1+:12.000 O2-:48.000 P5+:12.000 Sc3+:8.000,Li1,4.0,1,2,1,"[137.443, 131.399, 113.067, 97.62, 86.606, 85.043]"
1692,62300.cif,Li1+:12.000 O2-:48.000 P5+:12.000 Sc3+:8.000,P1,4.0,5,3,5,"[110.524, 110.475, 110.225, 108.687, 108.482, 108.427]"
1693,62300.cif,Li1+:12.000 O2-:48.000 P5+:12.000 Sc3+:8.000,P2,4.0,5,3,5,"[111.697, 111.666, 111.66, 108.282, 106.774, 106.774]"
1695,62301.cif,Li1+:12.000 O2-:48.000 P5+:12.000 Sc3+:8.000,Li1,4.0,1,2,1,"[138.851, 130.023, 112.799, 95.664, 88.499, 83.016]"
1710,62301.cif,Li1+:12.000 O2-:48.000 P5+:12.000 Sc3+:8.000,P1,4.0,5,3,5,"[111.623, 111.389, 110.109, 109.773, 107.068, 106.726]"
1711,62301.cif,Li1+:12.000 O2-:48.000 P5+:12.000 Sc3+:8.000,P2,4.0,5,3,5,"[111.192, 110.591, 110.426, 109.056, 108.379, 107.188]"
1712,62301.cif,Li1+:12.000 O2-:48.000 P5+:12.000 Sc3+:8.000,P3,4.0,5,3,5,"[115.645, 111.925, 109.093, 108.675, 108.222, 102.985]"
1717,62333.cif,In3+:12.000 Li1+:18.000 O2-:72.000 P5+:18.000,Li1,4.0,1,2,1,"[126.827, 114.211, 112.216, 106.954, 103.934, 84.859]"
1724,62514.cif,Cs1+:32.000 Li1+:32.000 O2-:192.000 P5+:64.000,Li1,4.0,1,2,1,"[123.807, 111.876, 109.099, 107.722, 102.433, 99.654]"
1725,62514.cif,Cs1+:32.000 Li1+:32.000 O2-:192.000 P5+:64.000,Li2,4.0,1,2,1,"[120.951, 113.822, 110.243, 109.208, 101.327, 99.166]"
1731,62532.cif,B3+:8.000 Li1+:16.000 Na1+:8.000 O2-:24.000,Li1,4.0,1,2,1,"[119.934, 117.394, 110.347, 108.071, 99.98, 99.207]"
1732,62532.cif,B3+:8.000 Li1+:16.000 Na1+:8.000 O2-:24.000,Li2,4.0,1,2,1,"[117.872, 117.361, 115.385, 104.188, 101.619, 100.649]"
1733,62532.cif,B3+:8.000 Li1+:16.000 Na1+:8.000 O2-:24.000,Li3,4.0,1,2,1,"[128.287, 116.066, 104.046, 103.427, 101.502, 100.51]"
1745,62629.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,Li1,4.0,1,2,1,"[140.498, 132.291, 113.172, 98.349, 84.388, 81.437]"
1752,62629.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,P1,4.0,5,3,5,"[111.685, 111.395, 110.671, 108.657, 107.446, 106.984]"
1753,62629.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,P2,4.0,5,3,5,"[113.948, 113.941, 113.803, 105.855, 104.625, 104.625]"
1756,62654.cif,Cs1+:3.000 H1+:12.000 Li1+:3.000 N3-:6.000,Li1,4.0,1,2,1,"[136.079, 136.079, 99.271, 99.271, 96.811, 96.806]"
1760,62878.cif,In3+:12.000 Li1+:18.000 O2-:72.000 P5+:18.000,Li1,4.0,1,2,1,"[126.827, 114.211, 112.216, 106.954, 103.934, 84.859]"
1766,63179.cif,Cs1+:4.000 Li1+:4.000 O2-:16.000 S6+:4.000,Li1,4.0,1,2,1,"[114.173, 114.173, 107.957, 107.957, 107.614, 104.679]"
1770,63179.cif,Cs1+:4.000 Li1+:4.000 O2-:16.000 S6+:4.000,S1,4.0,6,3,6,"[110.542, 110.542, 109.725, 108.717, 108.717, 108.542]"
1772,63181.cif,Cs1+:4.000 Li1+:4.000 O2-:16.000 S6+:4.000,Li1,4.0,1,2,1,"[120.358, 109.865, 109.822, 107.891, 103.946, 103.468]"
1777,63181.cif,Cs1+:4.000 Li1+:4.000 O2-:16.000 S6+:4.000,S1,4.0,6,3,6,"[111.759, 110.035, 109.719, 109.451, 108.3, 107.512]"
1779,63182.cif,Cs1+:4.000 Li1+:4.000 O2-:16.000 S6+:4.000,Li1,4.0,1,2,1,"[119.314, 110.536, 110.518, 109.056, 103.698, 102.263]"
1784,63182.cif,Cs1+:4.000 Li1+:4.000 O2-:16.000 S6+:4.000,S1,4.0,6,3,6,"[111.106, 109.7, 109.408, 109.36, 108.832, 108.385]"
1786,63183.cif,Cs1+:4.000 Li1+:4.000 O2-:16.000 S6+:4.000,Li1,4.0,1,2,1,"[118.398, 110.689, 109.688, 109.16, 105.165, 102.797]"
1791,63183.cif,Cs1+:4.000 Li1+:4.000 O2-:16.000 S6+:4.000,S1,4.0,6,3,6,"[111.932, 110.536, 109.688, 109.585, 108.748, 106.183]"
1793,63388.cif,F1-:16.000 Li1+:4.000 Tb3+:1.200 Y3+:2.800,Li1,4.0,1,2,1,"[124.918, 124.911, 102.345, 102.345, 102.345, 102.345]"
1797,63389.cif,F1-:16.000 Li1+:4.000 Tb3+:1.200 Y3+:2.800,Li1,4.0,1,2,1,"[124.876, 124.876, 102.363, 102.363, 102.363, 102.363]"
1800,63415.cif,Cr6+:4.000 Cs1+:4.000 Li1+:4.000 O2-:16.000,Cr1,4.0,6,4,6,"[111.746, 110.941, 109.579, 109.19, 108.844, 106.463]"
1802,63415.cif,Cr6+:4.000 Cs1+:4.000 Li1+:4.000 O2-:16.000,Li1,4.0,1,2,1,"[113.378, 110.953, 109.542, 109.457, 108.602, 104.821]"
1807,63416.cif,Cr6+:4.000 Cs1+:4.000 Li1+:4.000 O2-:16.000,Cr1,4.0,6,4,6,"[110.048, 110.035, 109.798, 109.287, 108.875, 108.772]"
1809,63416.cif,Cr6+:4.000 Cs1+:4.000 Li1+:4.000 O2-:16.000,Li1,4.0,1,2,1,"[115.41, 113.691, 111.137, 108.47, 104.058, 103.309]"
1814,63417.cif,Cr6+:4.000 Cs1+:4.000 Li1+:4.000 O2-:16.000,Cr1,4.0,6,4,6,"[110.597, 109.737, 109.566, 109.433, 108.935, 108.542]"
1816,63417.cif,Cr6+:4.000 Cs1+:4.000 Li1+:4.000 O2-:16.000,Li1,4.0,1,2,1,"[113.197, 111.377, 108.935, 108.554, 108.542, 106.266]"
1821,63477.cif,Li1+:4.000 Mg2+:4.000 O2-:16.000 V5+:4.000,Li1,4.0,1,2,1,"[130.391, 108.337, 108.337, 108.337, 108.337, 82.854]"
1823,63477.cif,Li1+:4.000 Mg2+:4.000 O2-:16.000 V5+:4.000,O1,4.0,-2,2,6,"[124.904, 124.904, 112.718, 112.718, 94.916, 87.352]"
1825,63477.cif,Li1+:4.000 Mg2+:4.000 O2-:16.000 V5+:4.000,V1,4.0,5,4,5,"[110.842, 110.842, 110.842, 110.842, 110.763, 102.439]"
1827,63636.cif,Li1+:12.000 O2-:32.000 V3+:12.000 V4+:4.000,Li1,4.0,1,2,1,"[109.475, 109.469, 109.469, 109.469, 109.469, 109.469]"
1831,63637.cif,Li1+:16.000 O2-:32.000 V3+:16.080,Li1,4.0,1,2,1,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
1838,63718.cif,H1+:16.000 Li1+:4.000 Na1+:4.000 O2-:28.000 Si4+:8.000,Li1,4.0,1,2,1,"[120.764, 112.693, 112.687, 108.615, 101.005, 101.005]"
1840,63718.cif,H1+:16.000 Li1+:4.000 Na1+:4.000 O2-:28.000 Si4+:8.000,O1,4.0,-2,2,6,"[125.016, 117.458, 116.898, 116.475, 84.865, 78.995]"
1844,63718.cif,H1+:16.000 Li1+:4.000 Na1+:4.000 O2-:28.000 Si4+:8.000,Si1,4.0,4,3,4,"[114.86, 113.272, 110.744, 107.116, 105.218, 104.975]"
1845,638.cif,Li1+:20.000 O2-:60.000 P5+:20.000,Li1,4.0,1,2,1,"[134.027, 110.996, 106.798, 103.898, 99.491, 92.768]"
